site_id,site_name,address,zip,block,lot,su_act_rec,su_aal,su_beauty,su_chi_act,su_scl_con,su_flw_bed,su_fg_coop,su_fg_ip,su_fg_org,su_inc_gen,su_mmrl,su_trees,su_wh_ak,su_cnt_gar,su_rn_gar,mg_type,src_bgs,src_bcmg,src_pp,src_pid,src_clf,src_pid_al,src_pid_rp,src_pid_g,src_pid_f,src_ggi,point_x,point_y,record
511,amazing port street commons,"600 n. port st., baltimore md",,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vegetable garden,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.582776,39.298338,"[{'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'amazing port street commons', 'address': '600 n. port st., baltimore md', 'src': 'bcmg15'}]"
513,,2018 jefferson st,,1651,49,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.588162,39.296677,"[{'lot': '49', 'lot_zeroes': '49', 'block_zeroes': '1651', 'block': '1651', 'site_name': nan, 'address': '2018 jefferson st', 'src': 'pp'}]"
514,500 n. block duncan street community garden,502 n. duncan street,21205,1652,61,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587232,39.296856,"[{'lot': '61', 'lot_zeroes': '61', 'block_zeroes': '1652', 'block': '1652', 'site_name': '500 n. block duncan street community garden', 'address': '502 n. duncan street', 'src': 'bgs'}, {'lot': '62', 'lot_zeroes': '62', 'block_zeroes': '1652', 'block': '1652', 'site_name': '500 n. block duncan street community garden', 'address': '502 n. duncan street', 'src': 'bgs'}]"
515,,524 n duncan st,,1652,71,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587271,39.297213,"[{'lot': '71', 'lot_zeroes': '71', 'block_zeroes': '1652', 'block': '1652', 'site_name': nan, 'address': '524 n duncan st', 'src': 'pp'}]"
518,,2401 mcelderry st,,1655,55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.583477,39.29746,"[{'lot': '55', 'lot_zeroes': '55', 'block_zeroes': '1655', 'block': '1655', 'site_name': nan, 'address': '2401 mcelderry st', 'src': 'pp'}]"
520,,2115 jefferson st,,1669,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587242,39.296345,"[{'lot': '21', 'lot_zeroes': '21', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '2115 jefferson st', 'src': 'pp'}]"
521,,402 n duncan st,,1669,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.58718,39.295771,"[{'lot': '66', 'lot_zeroes': '66', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '402 n duncan st', 'src': 'pp'}]"
522,,406 n duncan st,,1669,68,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587191,39.295841,"[{'lot': '68', 'lot_zeroes': '68', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '406 n duncan st', 'src': 'pp'}]"
523,,408 n duncan st,,1669,69,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587193,39.295879,"[{'lot': '69', 'lot_zeroes': '69', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '408 n duncan st', 'src': 'pp'}]"
524,,410 n duncan st,,1669,70,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587191,39.295913,"[{'lot': '70', 'lot_zeroes': '70', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '410 n duncan st', 'src': 'pp'}]"
526,,414 n duncan st,,1669,72,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587185,39.29598,"[{'lot': '72', 'lot_zeroes': '72', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '414 n duncan st', 'src': 'pp'}]"
527,,416 n duncan st,,1669,73,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587192,39.296019,"[{'lot': '73', 'lot_zeroes': '73', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '416 n duncan st', 'src': 'pp'}]"
528,,418 n duncan st,,1669,74,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587195,39.296059,"[{'lot': '74', 'lot_zeroes': '74', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '418 n duncan st', 'src': 'pp'}]"
529,,420 n duncan st,,1669,75,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587206,39.296096,"[{'lot': '75', 'lot_zeroes': '75', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '420 n duncan st', 'src': 'pp'}]"
530,,422 n duncan st,,1669,76,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587191,39.296124,"[{'lot': '76', 'lot_zeroes': '76', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '422 n duncan st', 'src': 'pp'}]"
531,,427 n duncan st,,1669,79,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586968,39.296211,"[{'lot': '79', 'lot_zeroes': '79', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '427 n duncan st', 'src': 'pp'}]"
532,,425 n duncan st,,1669,80,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586972,39.296169,"[{'lot': '80', 'lot_zeroes': '80', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '425 n duncan st', 'src': 'pp'}]"
533,,423 n duncan st,,1669,81,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586953,39.296136,"[{'lot': '81', 'lot_zeroes': '81', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '423 n duncan st', 'src': 'pp'}]"
534,,421 n duncan st,,1669,82,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586957,39.296104,"[{'lot': '82', 'lot_zeroes': '82', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '421 n duncan st', 'src': 'pp'}]"
535,,419 n duncan st,,1669,83,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.58696,39.296061,"[{'lot': '83', 'lot_zeroes': '83', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '419 n duncan st', 'src': 'pp'}]"
536,,417 n duncan st,,1669,84,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586964,39.296029,"[{'lot': '84', 'lot_zeroes': '84', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '417 n duncan st', 'src': 'pp'}]"
537,,415 n duncan st,,1669,85,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586944,39.295996,"[{'lot': '85', 'lot_zeroes': '85', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '415 n duncan st', 'src': 'pp'}]"
538,,413 n duncan st,,1669,86,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586955,39.295955,"[{'lot': '86', 'lot_zeroes': '86', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '413 n duncan st', 'src': 'pp'}]"
539,,411 n duncan st,,1669,87,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586938,39.295926,"[{'lot': '87', 'lot_zeroes': '87', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '411 n duncan st', 'src': 'pp'}]"
540,,409 n duncan st,,1669,88,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586937,39.295887,"[{'lot': '88', 'lot_zeroes': '88', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '409 n duncan st', 'src': 'pp'}]"
541,,407 n duncan st,,1669,89,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586941,39.295855,"[{'lot': '89', 'lot_zeroes': '89', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '407 n duncan st', 'src': 'pp'}]"
542,,405 n duncan st,,1669,90,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586944,39.295822,"[{'lot': '90', 'lot_zeroes': '90', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '405 n duncan st', 'src': 'pp'}]"
543,,403 n duncan st,,1669,91,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586929,39.295786,"[{'lot': '91', 'lot_zeroes': '91', 'block_zeroes': '1669', 'block': '1669', 'site_name': nan, 'address': '403 n duncan st', 'src': 'pp'}]"
544,,2222 orleans st,,1670,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.585743,39.295688,"[{'lot': '65', 'lot_zeroes': '65', 'block_zeroes': '1670', 'block': '1670', 'site_name': nan, 'address': '2222 orleans st', 'src': 'pp'}]"
545,madeira gardens,"400 n madeira st. baltimore, md",21231,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vegetable garden,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.585535,39.29585,"[{'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'madeira gardens', 'address': '400 n madeira st. baltimore, md', 'src': 'bcmg14'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'madeira gardens', 'address': '400 n madeira st. baltimore, md', 'src': 'bcmg15'}]"
546,,2026 e fayette st,,1686,42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.58831,39.294367,"[{'lot': '42', 'lot_zeroes': '42', 'block_zeroes': '1686', 'block': '1686', 'site_name': nan, 'address': '2026 e fayette st', 'src': 'pp'}]"
547,,235 n chester st,,1687,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587414,39.295249,"[{'lot': '12', 'lot_zeroes': '12', 'block_zeroes': '1687', 'block': '1687', 'site_name': nan, 'address': '235 n chester st', 'src': 'pp'}]"
548,,2107 orleans st,,1687,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.587126,39.295246,"[{'lot': '17', 'lot_zeroes': '17', 'block_zeroes': '1687', 'block': '1687', 'site_name': nan, 'address': '2107 orleans st', 'src': 'pp'}]"
559,,205 n duncan st,,1687,77,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586854,39.294641,"[{'lot': '77', 'lot_zeroes': '77', 'block_zeroes': '1687', 'block': '1687', 'site_name': nan, 'address': '205 n duncan st', 'src': 'pp'}]"
564,patterson park city farm,"2499 e baltimore st, baltimore, md",21224,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,city farm,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.581727,39.292213,"[{'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'patterson park city farm', 'address': '2419-2499 e baltimore st, baltimore, md', 'src': 'bcmg14'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'patterson park city farm', 'address': '2499 e baltimore st, baltimore, md', 'src': 'bcmg15'}]"
567,charles m. halcott square,104 south duncan street,,1748,53,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,beautification garden,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.586833,39.290144,"[{'lot': '53', 'lot_zeroes': '53', 'block_zeroes': '1748', 'block': '1748', 'site_name': 'charles m. halcott square', 'address': '104 south duncan street', 'src': 'bgs'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'charles m. halcott square', 'address': '104 s. duncan street, baltimore, md', 'src': 'bcmg15'}]"
568,ufpia community garden,1827 e. pratt street,21231,1754,72,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vegetable garden,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.590502,39.289158,"[{'lot': '72', 'lot_zeroes': '72', 'block_zeroes': '1754', 'block': '1754', 'site_name': 'ufpia community garden', 'address': '1827 e. pratt street', 'src': 'bgs'}, {'lot': '74', 'lot_zeroes': '74', 'block_zeroes': '1754', 'block': '1754', 'site_name': 'ufpia community garden', 'address': '1827 e. pratt street', 'src': 'bgs'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'upper fells point', 'address': '1827 e. pratt street baltimore, md', 'src': 'bcmg14'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'upper fells point', 'address': '1827 e. pratt street baltimore, md', 'src': 'bcmg15'}]"
590,coppin heights community garden,"ss 10 ft alley 1st s of, w north av 90 ft e of, n warwick av",,2307a,54,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vegetable garden,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.656276,39.309216,"[{'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'coppin heights community garden', 'address': '2409 w. north ave. baltimore, md', 'src': 'bcmg14'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'coppin heights community garden', 'address': '2409 w. north ave. baltimore, md', 'src': 'bcmg15'}, {'lot': '54', 'lot_zeroes': '54', 'block_zeroes': '2307a', 'block': '2307a', 'site_name': nan, 'address': 'ss 10 ft alley 1st s of, w north av 90 ft e of, n warwick av', 'src': 'pp'}]"
603,,3917 norfolk ave,,2742a,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.684227,39.324157,"[{'lot': '9', 'lot_zeroes': '9', 'block_zeroes': '2742a', 'block': '2742a', 'site_name': nan, 'address': '3917 norfolk ave', 'src': 'pp'}]"
604,,3204 chelsea terr,,2742a,26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.683828,39.324068,"[{'lot': '26', 'lot_zeroes': '26', 'block_zeroes': '2742a', 'block': '2742a', 'site_name': nan, 'address': '3204 chelsea terr', 'src': 'pp'}]"
615,victorine q. adams memorial garden,"nws vickers rd, 124-7 ft sw of carlisle av",21216,3070a,19,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,vegetable garden,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.67161682,39.31821195,"[{'lot': '19', 'lot_zeroes': '19', 'block_zeroes': '3070a', 'block': '3070a', 'site_name': 'victorine q. adams memorial garden', 'address': nan, 'src': 'bgs'}, {'lot': '20', 'lot_zeroes': '20', 'block_zeroes': '3070a', 'block': '3070a', 'site_name': 'victorine q. adams memorial garden', 'address': nan, 'src': 'bgs'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'victorine q. adams memorial garden', 'address': '3201 carlisle ave baltimore, md', 'src': 'bcmg14'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'victorine q. adams memorial garden', 'address': '3201 carlisle ave baltimore, md', 'src': 'bcmg15'}, {'lot': '19', 'lot_zeroes': '19', 'block_zeroes': '3070a', 'block': '3070a', 'site_name': nan, 'address': 'nws vickers rd, 124-7 ft sw of carlisle av', 'src': 'pp'}]"
627,,4316 pimlico road,,3307b,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.664703,39.339213,"[{'lot': '14', 'lot_zeroes': '14', 'block_zeroes': '3307b', 'block': '3307b', 'site_name': nan, 'address': '4316 pimlico road', 'src': 'pp'}]"
628,,3900 park heights ave,,3321,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.662187,39.333195,"[{'lot': '1', 'lot_zeroes': '1', 'block_zeroes': '3321', 'block': '3321', 'site_name': nan, 'address': '3900 park heights ave', 'src': 'pp'}]"
629,,3902 park heights ave,,3321,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.662218,39.333238,"[{'lot': '2', 'lot_zeroes': '2', 'block_zeroes': '3321', 'block': '3321', 'site_name': nan, 'address': '3902 park heights ave', 'src': 'pp'}]"
630,,3906 park heights ave,,3321,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.662275,39.333333,"[{'lot': '4', 'lot_zeroes': '4', 'block_zeroes': '3321', 'block': '3321', 'site_name': nan, 'address': '3906 park heights ave', 'src': 'pp'}]"
631,,3908 park heights ave,,3321,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.662319,39.333385,"[{'lot': '5', 'lot_zeroes': '5', 'block_zeroes': '3321', 'block': '3321', 'site_name': nan, 'address': '3908 park heights ave', 'src': 'pp'}]"
632,,3910 park heights ave,,3321,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.662353,39.333428,"[{'lot': '6', 'lot_zeroes': '6', 'block_zeroes': '3321', 'block': '3321', 'site_name': nan, 'address': '3910 park heights ave', 'src': 'pp'}]"
635,,"es 20 ft alley, 2nd w druid pk dr rear, 2522-66 druid park dr",,3327c,79,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.656719,39.327768,"[{'lot': '79', 'lot_zeroes': '79', 'block_zeroes': '3327c', 'block': '3327c', 'site_name': nan, 'address': 'es 20 ft alley, 2nd w druid pk dr rear, 2522-66 druid park dr', 'src': 'pp'}]"
636,druid park dr. community garden,"2500 druid park drive baltimore, md",21215,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vegetable garden,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.656123,39.328722,"[{'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'druid park dr. community garden', 'address': '2500 druid park drive baltimore, md', 'src': 'bcmg14'}]"
641,rocks n'rows charity garden,"3700 clipper road baltimore, md",21211,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vegetable garden,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.646886,39.335241,"[{'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': ""rocks n'rows charity garden"", 'address': '3700 clipper road baltimore, md', 'src': 'bcmg14'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'rock rows city farm', 'address': '3701 clipper road baltimore, md', 'src': 'bcmg14'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': ""rocks n'rows charity garden"", 'address': '3700 clipper road baltimore, md', 'src': 'bcmg15'}]"
