site_id,site_name,address,zip,block,lot,cgsu_act_rec,cgsu_aal,cgsu_beauty,cgsu_chi_act,cgsu_scl_con,cgsu_flw_bed,cgsu_fg_coop,cgsu_fg_ip,cgsu_fg_org,cgsu_inc_gen,cgsu_mmrl,cgsu_trees,cgsu_wh_ak,cgsu_cnt_gar,cgsu_rn_gar,mg_type,src_bgs,src_bcmg,src_pp,src_pid,src_clf,src_pid_al,src_pid_rp,src_pid_g,src_pid_f,src_ggi,point_x,point_y,record
integer,text,text,text,text,text,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,text,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,float,float,text
